roster_id,matchup_id,starters,players
1,2,"['9758', '4866', '7564', '2374', '8130', '6790', '5892', '4032', '5726', '6788', '6214']","['1426', '2374', '2505', '4032', '4037', '4866', '5726', '5892', '6214', '6788', '6790', '7523', '7564', '8130', '8134', '9753', '9758']"
2,1,"['8162', '8155', '4981', '9488', '4033', '9221', '8148', '5816', '6056', '4971', '6119']","['4033', '4171', '4971', '4981', '5816', '5862', '5995', '6056', '6119', '7611', '8148', '8155', '8162', '9221', '9488', '9501']"
3,6,"['4046', '5850', '2133', '1689', '4066', '8205', '5848', '4070', '5332', '3233', '1875']","['1689', '1875', '2133', '3163', '3233', '4046', '4066', '4070', '5332', '5848', '5850', '6819', '6826', '7044', '8146', '8205']"
4,3,"['7591', '3198', '4039', '5045', '1466', '5947', '7569', '8343', '2617', '8323', '4118']","['1466', '1476', '2617', '3198', '4039', '4111', '4118', '421', '4234', '4454', '5045', '5947', '7569', '7591', '8323', '8343', '9226', '9229']"
5,4,"['8183', '4034', '2309', '5937', '5012', '4199', '8154', '2393', '5944', '7136', '6880']","['2197', '2309', '2393', '4034', '4199', '5012', '5248', '5937', '5944', '6794', '6880', '7136', '7594', '8111', '8154', '8183', '9500']"
6,3,"['6797', '7543', '3225', '2449', '4217', '4098', '5987', '4967', '5041', '8339', '8311']","['2251', '2449', '3225', '4098', '4217', '4427', '4967', '5041', '5346', '5987', '6797', '7543', '8132', '8311', '8339', '9509']"
7,2,"['4881', '4663', '6786', '6803', '5844', '8143', '4137', '3256', '5894', '7811', '8266']","['2749', '3256', '4063', '4137', '4663', '4881', '4983', '5844', '5894', '6786', '6803', '7811', '8143', '8266', '9493', '9508']"
8,1,"['4984', '8151', '5872', '5859', '10236', '4018', '7588', '8289', '3276', '7816', '6958']","['10229', '10236', '3276', '4018', '4984', '5859', '5872', '6943', '6958', '7588', '7608', '7647', '7816', '8110', '8151', '8289', '9999']"
9,4,"['3294', '6130', '2216', '9756', '4381', '5916', '4950', '7640', '4960', '8314', '5056']","['2216', '2227', '3294', '4381', '4950', '4960', '5056', '5916', '6130', '6768', '6813', '6845', '7600', '7640', '7670', '8314', '9756']"
10,5,"['6904', '8136', '1479', '3321', '10859', '5927', '5846', '2036', '1233', '7715', '6807']","['10859', '1233', '1479', '2036', '3321', '4179', '5846', '5927', '6801', '6807', '6904', '7561', '7715', '8112', '8136', '8228']"
11,6,"['1234', '7528', '9997', '7526', '9481', '5967', '7525', '5991', '6485', '1343', '5960']","['1234', '1343', '4035', '5960', '5967', '5991', '6151', '6220', '6485', '7525', '7526', '7528', '7553', '8121', '8230', '9481', '9997']"
12,5,"['5849', '8138', '7547', '7601', '5001', '9502', '8119', '3973', '5580', '4081', '5348']","['3973', '4081', '5001', '5022', '5348', '5580', '5849', '6770', '7547', '7601', '8119', '8129', '8137', '8138', '8144', '8150', '8167', '9502', '9511']"
